Day,Weather,Customers_Forecast,Meals_Prepared,Festival,Event_Type,Staff_Count,Avg_Rating,Special_Event,Surplus_Meals
Saturday,Cloudy,217,261,No,Regular,12,4.13,0,39.9
Wednesday,Sunny,238,288,Diwali,Regular,16,3.66,0,51.3
Sunday,Cloudy,495,656,No,Buffet,28,4.77,0,166.2
Wednesday,Cloudy,240,262,No,Corporate,16,3.89,0,21.0
Thursday,Sunny,284,376,No,Buffet,15,4.24,1,92.6
Tuesday,Sunny,636,754,No,Regular,33,4.31,0,76.6
Tuesday,Cloudy,607,759,No,Regular,31,3.19,0,120.8
Saturday,Cloudy,330,432,Eid,Regular,17,3.98,0,94.6
Thursday,Sunny,98,114,No,Regular,6,3.87,0,20.6
Thursday,Sunny,274,342,Christmas,Regular,14,3.62,0,84.2
Sunday,Cloudy,628,739,No,Corporate,28,4.07,0,74.1
Sunday,Cloudy,711,878,Diwali,Regular,36,4.17,1,221.0
Saturday,Rainy,514,602,No,Corporate,25,4.35,0,104.2
Tuesday,Sunny,641,784,No,Banquet,32,4.17,1,236.6
Friday,Cloudy,402,497,Christmas,Buffet,23,4.1,1,148.7
Sunday,Cloudy,466,599,Christmas,Buffet,27,4.79,0,166.3
Wednesday,Sunny,576,670,No,Regular,29,3.97,1,90.6
Monday,Sunny,229,305,No,Buffet,14,3.41,1,96.4
Saturday,Sunny,365,453,No,Regular,23,3.78,0,52.1
Thursday,Rainy,575,650,No,Regular,28,4.59,0,103.0
Thursday,Sunny,565,744,No,Buffet,30,4.04,0,175.1
Sunday,Cloudy,156,206,No,Regular,13,3.75,0,32.1
Friday,Cloudy,632,737,No,Regular,28,4.42,0,100.1
Thursday,Sunny,127,176,No,Buffet,13,4.77,0,52.9
Wednesday,Rainy,232,266,Christmas,Regular,11,4.04,0,75.8
Wednesday,Cloudy,599,706,No,Regular,30,4.39,0,60.2
Monday,Sunny,108,150,Diwali,Regular,8,4.74,0,23.6
Saturday,Rainy,212,272,No,Regular,15,5.0,0,89.4
Saturday,Cloudy,827,1001,No,Buffet,40,4.36,0,240.1
Wednesday,Sunny,545,644,No,Buffet,29,4.1,0,139.2
Wednesday,Cloudy,200,256,No,Regular,12,4.1,0,26.4
Sunday,Cloudy,385,528,No,Buffet,24,3.21,0,157.1
Monday,Sunny,849,1121,New Year,Banquet,46,3.59,1,405.6
Thursday,Stormy,500,665,No,Buffet,29,4.33,1,338.1
Thursday,Cloudy,299,365,No,Buffet,18,5.0,1,96.9
Friday,Cloudy,218,306,No,Buffet,16,3.88,0,106.3
Tuesday,Sunny,276,345,No,Corporate,16,4.03,0,32.8
Friday,Sunny,423,564,No,Banquet,25,4.3,0,143.6
Wednesday,Sunny,315,375,No,Regular,19,4.78,0,35.3
Friday,Cloudy,114,149,No,Regular,11,3.77,0,30.4
Monday,Cloudy,337,383,No,Regular,17,3.94,0,31.8
Thursday,Rainy,188,221,No,Corporate,13,4.13,0,51.7
Thursday,Sunny,624,692,No,Regular,26,4.19,0,54.0
Tuesday,Cloudy,317,436,Christmas,Banquet,17,4.21,0,171.8
Monday,Rainy,208,262,No,Regular,15,4.29,1,85.8
Tuesday,Rainy,290,344,No,Buffet,14,4.38,0,103.5
Wednesday,Rainy,419,512,New Year,Regular,23,4.28,0,164.2
Monday,Rainy,588,722,No,Buffet,31,4.14,0,244.9
Sunday,Sunny,286,328,No,Regular,16,3.56,0,37.0
Wednesday,Cloudy,422,489,No,Corporate,22,3.59,1,83.0
Saturday,Stormy,206,257,No,Buffet,11,3.82,0,142.7
Sunday,Cloudy,214,278,No,Regular,12,4.61,0,53.0
Monday,Sunny,280,365,No,Buffet,18,4.74,0,82.8
Friday,Stormy,799,1037,No,Banquet,43,3.58,0,539.2
Sunday,Sunny,420,500,New Year,Corporate,20,4.54,0,62.5
Friday,Sunny,484,647,No,Buffet,30,3.48,0,188.8
Thursday,Sunny,502,697,No,Buffet,31,4.4,0,188.6
Thursday,Sunny,251,352,New Year,Banquet,17,3.95,0,111.0
Monday,Sunny,262,345,No,Buffet,16,3.24,0,86.0
Thursday,Cloudy,665,918,No,Banquet,38,3.72,0,257.1
Sunday,Rainy,696,788,No,Corporate,34,3.89,0,96.8
Sunday,Sunny,80,114,No,Regular,9,4.33,0,25.8
Monday,Cloudy,276,348,No,Regular,17,4.12,0,55.1
Friday,Rainy,629,704,No,Corporate,30,4.09,0,80.2
Wednesday,Rainy,658,810,Diwali,Buffet,34,4.02,1,330.8
Sunday,Sunny,316,419,No,Buffet,18,4.56,0,113.6
Monday,Sunny,121,173,Eid,Banquet,10,3.72,1,72.9
Sunday,Cloudy,574,731,No,Buffet,31,4.36,0,210.8
Saturday,Rainy,568,636,No,Regular,27,5.0,0,123.0
Monday,Cloudy,256,331,No,Buffet,14,4.37,0,71.8
Monday,Sunny,242,298,No,Regular,14,4.35,0,42.3
Saturday,Cloudy,664,789,No,Buffet,34,3.86,0,165.7
Tuesday,Cloudy,528,651,No,Banquet,30,5.0,0,194.6
Thursday,Cloudy,230,302,No,Regular,12,3.81,1,48.7
Sunday,Rainy,600,701,No,Corporate,27,4.1,1,152.4
Thursday,Rainy,531,610,No,Corporate,25,3.22,0,103.3
Wednesday,Cloudy,486,588,No,Regular,25,3.86,0,85.9
Thursday,Cloudy,553,667,No,Corporate,29,4.45,0,61.5
Monday,Cloudy,247,298,Eid,Corporate,15,4.08,0,47.6
Sunday,Cloudy,189,238,No,Buffet,12,4.58,0,59.3
Wednesday,Sunny,490,612,No,Regular,23,4.22,0,72.2
Tuesday,Cloudy,390,494,No,Regular,19,4.34,0,71.0
Wednesday,Cloudy,367,478,No,Buffet,24,4.55,0,138.6
Sunday,Cloudy,262,329,Diwali,Regular,16,3.47,1,104.5
Monday,Sunny,103,140,Christmas,Regular,12,4.49,0,33.0
Sunday,Cloudy,280,399,No,Banquet,18,3.98,1,144.4
Friday,Cloudy,657,882,Christmas,Buffet,34,3.93,1,280.9
Saturday,Sunny,288,356,No,Buffet,17,3.68,0,72.4
Sunday,Sunny,950,1297,Christmas,Banquet,48,4.32,0,427.1
Saturday,Sunny,412,534,Eid,Regular,21,4.19,0,91.9
Sunday,Stormy,139,181,No,Regular,11,4.49,0,67.9
Monday,Rainy,535,755,Diwali,Buffet,29,3.48,1,331.5
Saturday,Cloudy,562,646,No,Regular,28,4.57,0,65.9
Thursday,Sunny,170,231,No,Regular,13,4.34,0,28.8
Thursday,Cloudy,498,553,No,Corporate,23,3.76,0,37.1
Sunday,Cloudy,598,682,No,Regular,27,4.55,0,79.1
Sunday,Stormy,598,768,No,Buffet,32,4.29,0,427.9
Friday,Sunny,197,285,No,Buffet,15,3.59,1,108.1
Thursday,Sunny,417,544,No,Buffet,22,4.2,0,153.1
Thursday,Cloudy,629,736,No,Regular,29,3.06,0,97.5
Wednesday,Sunny,203,257,No,Regular,11,4.41,1,37.7
Wednesday,Cloudy,547,612,No,Corporate,25,3.84,0,33.4
Wednesday,Rainy,250,316,No,Banquet,17,3.42,1,146.5
Monday,Sunny,500,616,No,Buffet,28,3.13,0,146.5
Monday,Sunny,295,362,No,Regular,19,4.25,0,40.5
Saturday,Cloudy,153,186,No,Buffet,11,4.07,0,40.1
Thursday,Rainy,438,491,No,Regular,19,3.98,0,101.7
Sunday,Cloudy,412,504,No,Regular,20,4.23,0,55.1
Friday,Sunny,300,363,No,Regular,17,4.12,0,53.1
Monday,Cloudy,200,238,No,Regular,11,4.43,0,27.8
Tuesday,Sunny,349,414,No,Regular,17,4.11,0,34.6
Tuesday,Rainy,127,166,No,Regular,9,3.92,0,26.7
Sunday,Cloudy,450,554,Christmas,Corporate,23,3.93,0,84.5
Tuesday,Sunny,144,207,No,Buffet,12,4.21,1,71.2
Thursday,Rainy,188,233,No,Regular,11,4.31,0,45.0
Sunday,Cloudy,437,504,No,Regular,23,3.87,0,56.4
Sunday,Sunny,540,622,No,Corporate,24,3.92,1,47.8
Tuesday,Cloudy,296,356,No,Regular,18,4.23,0,50.4
Monday,Stormy,430,549,No,Regular,26,4.26,1,239.9
Tuesday,Cloudy,727,924,No,Buffet,35,3.73,0,222.6
Monday,Sunny,491,658,No,Buffet,28,3.59,0,195.8
Tuesday,Cloudy,451,544,No,Corporate,26,4.14,0,57.0
Thursday,Sunny,343,433,No,Regular,20,4.32,0,62.4
Sunday,Cloudy,262,337,Diwali,Regular,19,4.23,0,71.0
Thursday,Cloudy,277,347,No,Regular,17,3.53,0,55.0
Friday,Sunny,392,471,No,Buffet,18,4.26,0,79.2
Tuesday,Sunny,384,431,No,Regular,17,4.48,0,35.4
Saturday,Stormy,186,236,No,Regular,14,3.94,0,75.6
Friday,Sunny,618,773,No,Regular,31,3.84,0,109.6
Sunday,Rainy,262,368,No,Banquet,20,4.61,0,145.8
Sunday,Cloudy,575,659,No,Regular,30,4.57,0,63.7
Wednesday,Cloudy,339,416,No,Regular,17,3.73,0,63.6
Monday,Sunny,692,854,No,Banquet,35,4.2,0,214.9
Tuesday,Sunny,201,272,Diwali,Buffet,15,3.66,0,98.1
Thursday,Sunny,225,296,No,Buffet,14,4.3,0,61.6
Sunday,Cloudy,308,382,No,Buffet,20,3.92,0,97.9
Wednesday,Stormy,518,652,New Year,Regular,26,3.7,1,335.9
Saturday,Rainy,239,260,No,Corporate,12,3.52,1,41.3
Thursday,Sunny,260,322,No,Regular,14,4.64,0,32.6
Tuesday,Sunny,206,266,No,Banquet,12,3.92,0,58.9
Wednesday,Sunny,201,252,Christmas,Regular,15,5.0,0,40.8
Friday,Stormy,817,967,No,Buffet,40,4.72,0,423.5
Friday,Sunny,199,285,No,Buffet,15,4.67,0,87.8
Thursday,Sunny,595,748,New Year,Regular,29,3.26,0,140.2
Tuesday,Cloudy,547,660,No,Regular,26,4.07,0,92.0
Saturday,Cloudy,671,769,No,Corporate,29,3.24,1,139.8
Tuesday,Sunny,428,519,No,Regular,25,4.32,0,63.1
Sunday,Cloudy,784,973,Eid,Banquet,39,4.1,0,256.7
Tuesday,Sunny,554,633,No,Regular,24,4.74,0,51.5
Monday,Sunny,572,774,No,Buffet,34,3.68,0,202.8
Thursday,Sunny,470,595,No,Buffet,27,4.32,0,131.5
Thursday,Sunny,372,492,Christmas,Buffet,22,4.14,0,153.1
Thursday,Stormy,677,868,No,Buffet,36,4.11,0,465.3
Thursday,Cloudy,224,264,No,Corporate,11,4.45,0,15.4
Sunday,Rainy,564,718,No,Buffet,32,4.33,0,264.0
Thursday,Sunny,121,183,No,Buffet,8,4.49,0,68.8
Thursday,Cloudy,528,633,No,Buffet,29,4.35,0,128.5
Thursday,Stormy,142,178,No,Regular,8,4.28,0,58.3
Monday,Sunny,99,124,No,Regular,7,3.81,1,21.0
Friday,Stormy,288,368,No,Regular,20,3.99,0,150.4
Tuesday,Cloudy,545,670,No,Buffet,25,3.68,1,225.8
Friday,Cloudy,921,1216,No,Banquet,47,3.99,0,283.6
Monday,Sunny,412,499,No,Regular,24,4.31,0,44.3
Sunday,Cloudy,646,838,No,Buffet,31,3.52,0,242.3
Thursday,Cloudy,206,263,No,Regular,15,4.45,0,18.8
Sunday,Stormy,186,253,No,Buffet,12,4.01,0,112.0
Thursday,Rainy,118,150,No,Corporate,7,4.06,0,37.2
Monday,Sunny,131,177,No,Buffet,13,4.11,0,50.0
Saturday,Stormy,388,521,No,Buffet,23,4.19,0,302.6
Friday,Rainy,544,657,New Year,Corporate,28,3.09,0,141.6
Saturday,Cloudy,122,141,No,Regular,9,4.08,0,17.8
Thursday,Sunny,320,433,No,Buffet,22,3.83,0,127.0
Friday,Sunny,501,574,No,Regular,26,4.01,0,44.0
Saturday,Sunny,171,236,No,Banquet,14,4.44,0,59.2
Friday,Sunny,417,514,New Year,Corporate,25,3.91,0,84.8
Wednesday,Stormy,296,380,No,Regular,17,3.8,0,146.7
Friday,Sunny,723,866,No,Regular,35,4.25,0,86.9
Friday,Cloudy,428,556,New Year,Regular,21,3.62,0,118.5
Sunday,Cloudy,620,855,Diwali,Banquet,37,4.62,0,287.8
Wednesday,Cloudy,559,679,No,Regular,28,4.94,0,75.7
Thursday,Sunny,587,768,Eid,Buffet,29,3.54,0,222.0
Saturday,Cloudy,465,543,No,Regular,22,4.38,0,64.7
Thursday,Cloudy,542,667,No,Buffet,27,4.75,0,148.4
Saturday,Cloudy,436,586,No,Buffet,22,3.92,0,158.6
Thursday,Sunny,471,574,Christmas,Regular,24,3.87,0,83.3
Tuesday,Cloudy,221,261,No,Corporate,13,3.87,0,29.3
Saturday,Sunny,300,366,No,Regular,16,4.64,0,26.0
Monday,Cloudy,492,597,Diwali,Corporate,27,4.68,0,119.6
Tuesday,Sunny,307,389,No,Regular,17,4.01,0,65.1
Friday,Sunny,544,701,No,Buffet,32,4.76,0,151.1
Saturday,Rainy,164,217,No,Regular,9,3.61,0,48.9
Sunday,Sunny,385,502,No,Buffet,23,4.33,0,115.5
Tuesday,Stormy,443,534,No,Regular,24,3.76,0,174.4
Monday,Rainy,448,601,Eid,Buffet,27,4.19,0,246.0
Sunday,Sunny,292,381,New Year,Regular,16,3.97,0,62.3
Tuesday,Sunny,84,104,No,Regular,9,3.68,0,22.4
Tuesday,Sunny,345,389,No,Corporate,18,4.26,0,28.1
Wednesday,Rainy,321,399,No,Buffet,17,3.61,0,110.7
Thursday,Cloudy,720,962,No,Buffet,38,4.42,0,254.1
Sunday,Sunny,132,177,No,Buffet,9,4.43,0,55.9
Saturday,Cloudy,559,632,No,Regular,24,4.17,0,70.1
Friday,Sunny,314,375,No,Corporate,17,3.99,0,35.2
Tuesday,Cloudy,221,256,No,Regular,14,4.42,0,24.7
Wednesday,Cloudy,672,950,Christmas,Banquet,39,4.46,0,327.9
Thursday,Sunny,327,389,No,Corporate,18,3.92,0,19.9
Tuesday,Rainy,109,143,No,Regular,8,4.19,1,41.2
Tuesday,Sunny,415,497,No,Regular,24,3.95,1,87.5
Wednesday,Cloudy,203,260,No,Buffet,16,4.31,0,71.6
Monday,Cloudy,503,609,No,Corporate,24,3.81,0,67.8
Thursday,Stormy,206,260,No,Regular,14,4.21,0,98.0
Friday,Cloudy,637,725,No,Regular,31,4.08,0,82.5
Monday,Rainy,256,302,No,Regular,12,4.49,0,53.6
Thursday,Sunny,224,269,No,Corporate,16,3.89,0,19.5
Saturday,Rainy,98,129,No,Buffet,10,4.23,0,48.9
Saturday,Sunny,724,866,No,Regular,36,3.94,0,90.4
Saturday,Cloudy,560,738,No,Buffet,28,3.48,1,251.7
Thursday,Sunny,136,178,Eid,Corporate,8,4.01,0,34.9
Saturday,Stormy,147,195,No,Banquet,11,4.38,1,115.0
Tuesday,Stormy,226,276,No,Regular,13,4.4,0,104.2
Wednesday,Sunny,352,420,No,Regular,17,3.86,0,38.5
Tuesday,Cloudy,86,127,No,Regular,8,4.53,0,16.1
Thursday,Cloudy,331,455,No,Buffet,18,4.65,0,126.6
Wednesday,Sunny,246,292,No,Regular,13,3.73,1,46.7
Tuesday,Cloudy,572,682,No,Regular,29,4.18,0,90.9
Saturday,Cloudy,333,381,No,Corporate,17,4.57,0,33.1
Wednesday,Cloudy,152,205,No,Buffet,9,4.67,0,52.8
Tuesday,Sunny,206,258,No,Regular,15,4.21,1,43.1
Monday,Rainy,545,610,No,Regular,23,4.59,0,113.4
Thursday,Sunny,73,98,No,Regular,7,4.67,0,18.4
Wednesday,Cloudy,143,187,No,Regular,8,4.36,0,18.7
Wednesday,Sunny,72,97,No,Regular,6,4.0,0,14.8
Tuesday,Sunny,95,120,No,Regular,10,4.28,1,24.6
Saturday,Sunny,728,865,No,Regular,36,3.84,0,76.8
Sunday,Sunny,698,763,No,Corporate,32,3.86,0,28.5
Thursday,Cloudy,443,488,No,Corporate,21,3.47,0,33.2
Friday,Cloudy,145,184,No,Regular,10,4.49,0,31.6
Sunday,Cloudy,684,888,No,Buffet,35,4.56,0,236.0
Sunday,Cloudy,622,728,No,Regular,31,3.33,0,88.5
Friday,Sunny,568,674,No,Corporate,26,3.92,0,42.0
Sunday,Sunny,543,608,No,Corporate,25,3.86,0,19.1
Sunday,Cloudy,680,890,No,Buffet,37,4.34,0,196.9
Saturday,Cloudy,468,583,No,Buffet,24,4.12,0,125.2
Thursday,Cloudy,102,126,No,Regular,6,4.39,0,9.2
Monday,Sunny,543,635,No,Regular,26,4.13,0,57.0
Monday,Rainy,723,975,No,Buffet,39,4.23,0,321.0
Thursday,Sunny,356,433,No,Regular,20,4.14,0,54.6
Thursday,Cloudy,377,496,No,Buffet,23,4.61,0,122.0
Wednesday,Sunny,717,904,No,Buffet,34,3.71,1,276.0
Thursday,Cloudy,329,384,No,Regular,15,3.8,0,33.6
Thursday,Sunny,337,445,No,Buffet,20,3.75,0,119.7
Saturday,Cloudy,631,763,Diwali,Corporate,30,4.31,0,130.7
Monday,Sunny,724,883,No,Buffet,38,3.43,0,221.3
Tuesday,Cloudy,221,289,No,Buffet,17,3.31,1,95.4
Saturday,Sunny,245,298,No,Corporate,15,4.41,0,28.3
Saturday,Cloudy,299,353,No,Regular,16,3.54,0,56.7
Sunday,Sunny,230,308,Christmas,Buffet,16,3.74,0,93.8
Sunday,Sunny,680,880,Eid,Regular,36,3.55,0,163.5
Sunday,Cloudy,764,878,No,Regular,38,3.82,0,93.0
Wednesday,Sunny,513,708,No,Banquet,32,5.0,0,205.5
Wednesday,Sunny,478,588,No,Regular,23,3.98,0,64.6
Tuesday,Rainy,310,355,No,Regular,19,4.11,0,75.2
Friday,Rainy,779,890,No,Regular,34,3.69,0,217.5
Sunday,Rainy,950,1266,Christmas,Banquet,48,4.07,0,545.9
Wednesday,Sunny,451,517,No,Corporate,22,4.53,1,47.0
Thursday,Cloudy,581,688,Eid,Regular,31,4.16,0,128.5
Wednesday,Rainy,173,239,No,Buffet,15,4.96,0,78.9
Tuesday,Sunny,580,676,No,Regular,27,3.8,0,59.6
Tuesday,Cloudy,376,485,Diwali,Buffet,22,3.22,0,143.6
Monday,Sunny,227,290,No,Buffet,16,4.29,0,58.1
Sunday,Rainy,734,823,No,Regular,36,4.3,0,175.9
Wednesday,Cloudy,666,844,No,Buffet,36,4.15,0,204.3
Saturday,Cloudy,245,351,No,Banquet,19,3.55,0,112.6
Friday,Cloudy,540,617,No,Regular,27,3.89,0,68.4
Tuesday,Sunny,578,701,No,Regular,27,4.2,1,118.5
Tuesday,Sunny,653,864,Eid,Banquet,35,4.22,0,255.0
Saturday,Cloudy,419,486,No,Regular,23,4.4,0,64.1
Tuesday,Cloudy,113,181,Diwali,Buffet,11,3.7,0,58.4
Sunday,Cloudy,513,634,Diwali,Buffet,25,3.32,0,170.5
Tuesday,Sunny,388,473,No,Regular,18,4.04,1,74.9
Friday,Cloudy,672,783,No,Regular,29,4.38,0,87.8
Saturday,Sunny,233,272,No,Regular,13,3.56,0,20.8
Tuesday,Sunny,185,233,No,Regular,12,4.79,0,31.6
Tuesday,Stormy,724,886,No,Buffet,33,3.98,0,434.2
Sunday,Cloudy,601,687,No,Corporate,28,4.6,1,111.6
Tuesday,Cloudy,391,493,New Year,Regular,19,4.86,0,85.5
Thursday,Stormy,389,520,New Year,Buffet,21,3.43,1,350.4
Thursday,Sunny,424,495,No,Regular,21,4.33,0,52.7
Tuesday,Stormy,154,209,No,Regular,10,4.88,0,82.0
Saturday,Cloudy,301,389,No,Buffet,16,3.93,0,109.1
Saturday,Cloudy,460,537,Eid,Regular,21,4.94,0,92.1
Wednesday,Sunny,373,485,No,Buffet,21,4.54,1,144.6
Saturday,Sunny,205,271,Christmas,Regular,16,3.98,0,53.8
Tuesday,Sunny,447,573,New Year,Buffet,25,4.1,0,183.7
Monday,Sunny,622,843,No,Banquet,32,3.46,0,248.0
Friday,Sunny,650,755,New Year,Regular,30,3.83,0,89.3
Sunday,Cloudy,731,900,No,Banquet,39,4.4,0,211.4
Monday,Cloudy,421,508,No,Regular,23,4.0,0,56.4
Tuesday,Sunny,389,476,No,Regular,22,4.27,0,45.7
Thursday,Cloudy,131,167,No,Regular,11,4.61,0,27.6
Saturday,Stormy,315,378,No,Corporate,20,4.59,0,145.4
Monday,Cloudy,392,470,No,Buffet,22,4.29,0,92.6
Wednesday,Rainy,517,635,No,Banquet,28,3.89,0,212.5
Saturday,Cloudy,345,430,No,Buffet,21,4.2,0,104.4
Wednesday,Sunny,497,627,No,Regular,28,4.22,0,88.2
Tuesday,Sunny,340,381,No,Corporate,17,3.85,1,34.8
Tuesday,Stormy,340,454,No,Banquet,18,4.28,0,277.7
Wednesday,Cloudy,304,362,No,Corporate,18,3.78,0,36.4
Thursday,Rainy,573,721,No,Buffet,29,4.11,1,274.3
Sunday,Stormy,86,124,Eid,Corporate,7,3.87,0,58.2
Friday,Sunny,320,382,No,Regular,18,3.92,0,52.1
Friday,Sunny,316,437,Diwali,Banquet,21,4.51,0,138.2
Sunday,Cloudy,428,562,No,Banquet,23,4.5,1,158.7
Wednesday,Sunny,538,758,Eid,Buffet,33,4.05,0,277.3
Wednesday,Cloudy,190,243,No,Regular,13,4.65,0,29.3
Sunday,Rainy,462,551,No,Regular,26,4.43,0,112.8
Tuesday,Cloudy,399,543,No,Banquet,25,4.37,0,164.5
Saturday,Sunny,106,135,No,Corporate,11,4.09,0,18.1
Saturday,Cloudy,631,689,No,Corporate,31,4.4,0,59.0
Monday,Sunny,577,793,No,Banquet,33,3.94,0,211.8
Thursday,Rainy,286,369,No,Buffet,17,4.22,0,134.0
Tuesday,Sunny,321,369,No,Corporate,18,4.64,0,31.7
Tuesday,Rainy,638,720,No,Regular,28,4.51,0,137.1
Thursday,Cloudy,153,188,No,Regular,10,3.88,1,36.3
Wednesday,Sunny,671,878,No,Buffet,38,4.58,0,200.9
Saturday,Cloudy,82,101,No,Regular,9,3.61,0,7.5
Sunday,Sunny,687,761,No,Regular,29,4.11,0,46.3
Saturday,Sunny,284,329,No,Corporate,14,4.6,0,29.5
Tuesday,Rainy,238,284,No,Regular,15,3.79,0,62.4
Tuesday,Rainy,621,741,No,Buffet,31,4.26,1,262.6
Tuesday,Sunny,161,191,No,Regular,8,4.32,0,25.5
Monday,Cloudy,129,146,No,Corporate,10,4.66,0,10.3
Sunday,Rainy,407,502,No,Regular,22,3.92,0,101.9
Wednesday,Rainy,736,957,No,Buffet,37,4.48,0,364.0
Tuesday,Sunny,310,417,No,Buffet,18,3.83,0,111.3
Saturday,Sunny,460,528,No,Regular,21,3.97,0,44.8
Wednesday,Stormy,296,360,No,Regular,16,4.12,0,153.0
Monday,Sunny,505,603,No,Regular,23,4.07,0,76.9
Tuesday,Sunny,587,668,No,Regular,30,4.53,0,44.9
Friday,Rainy,765,907,No,Regular,38,5.0,0,202.7
Saturday,Sunny,269,325,No,Regular,13,4.12,0,51.2
Tuesday,Rainy,262,346,Diwali,Buffet,18,4.14,0,130.2
Sunday,Sunny,728,916,New Year,Regular,37,4.84,0,167.1
Saturday,Cloudy,489,579,No,Regular,23,5.0,0,74.7
Saturday,Stormy,310,367,No,Regular,15,4.06,0,96.8
Tuesday,Stormy,316,407,No,Buffet,21,4.26,0,201.2
Monday,Rainy,202,283,Diwali,Buffet,13,3.56,0,122.1
Sunday,Rainy,167,205,No,Buffet,10,3.8,0,68.2
Wednesday,Sunny,320,439,No,Buffet,18,3.44,0,138.0
Friday,Stormy,765,1014,New Year,Buffet,38,3.99,1,627.6
Saturday,Rainy,543,645,No,Regular,28,4.83,0,116.8
Monday,Cloudy,73,102,New Year,Regular,10,3.76,1,29.6
Saturday,Sunny,134,172,No,Buffet,11,3.86,0,50.9
Sunday,Sunny,689,801,No,Regular,35,4.32,0,62.1
Saturday,Cloudy,573,711,Christmas,Corporate,32,3.46,1,199.1
Thursday,Cloudy,632,783,No,Buffet,29,4.26,0,216.0
Sunday,Sunny,821,1090,No,Buffet,42,3.07,0,259.0
Thursday,Sunny,523,687,No,Buffet,27,4.01,0,169.5
Saturday,Cloudy,443,558,No,Banquet,24,3.47,1,196.9
Saturday,Sunny,494,586,No,Regular,23,3.81,0,64.8
Saturday,Stormy,530,584,No,Regular,22,4.07,0,197.7
Wednesday,Sunny,500,589,No,Corporate,23,4.08,0,53.2
Monday,Sunny,449,589,No,Buffet,26,4.04,0,139.3
Tuesday,Sunny,98,141,No,Regular,9,5.0,0,35.6
Thursday,Rainy,427,550,Christmas,Regular,25,4.43,0,157.4
Thursday,Rainy,493,617,Diwali,Regular,28,3.42,0,216.7
Friday,Sunny,669,722,No,Corporate,32,3.54,0,14.2
Wednesday,Sunny,171,223,New Year,Regular,9,4.69,0,50.8
Saturday,Sunny,683,777,No,Regular,33,4.13,0,48.0
Sunday,Sunny,94,120,No,Regular,7,4.66,0,18.5
Tuesday,Cloudy,685,956,No,Banquet,40,4.56,0,309.4
Saturday,Sunny,359,452,Eid,Buffet,20,4.01,0,117.2
Friday,Cloudy,195,243,No,Buffet,14,4.19,0,53.8
Thursday,Sunny,358,469,No,Banquet,23,3.88,0,123.1
Tuesday,Sunny,386,475,New Year,Regular,18,4.52,0,99.2
Saturday,Sunny,194,222,No,Corporate,13,4.18,0,19.4
Sunday,Sunny,559,699,No,Buffet,26,4.64,0,151.4
Saturday,Sunny,694,819,No,Buffet,33,3.84,0,138.2
Sunday,Sunny,625,712,No,Corporate,30,4.01,0,30.3
Sunday,Sunny,660,835,No,Banquet,32,3.89,1,227.6
Wednesday,Stormy,414,530,No,Regular,25,4.76,0,169.1
Friday,Sunny,726,883,No,Regular,38,4.11,1,153.3
Thursday,Sunny,78,99,No,Corporate,9,4.08,0,15.3
Sunday,Sunny,614,740,New Year,Regular,29,4.04,0,107.6
Monday,Rainy,759,990,No,Buffet,42,4.61,0,318.0
Wednesday,Rainy,544,681,No,Regular,29,5.0,0,141.6
Sunday,Rainy,654,751,No,Corporate,32,5.0,0,154.8
Wednesday,Cloudy,707,994,Diwali,Buffet,41,4.42,0,324.9
Saturday,Rainy,691,953,New Year,Banquet,36,3.72,0,409.8
Wednesday,Sunny,640,858,No,Buffet,36,3.87,0,198.1
Sunday,Rainy,470,560,No,Banquet,27,4.25,0,181.6
Sunday,Rainy,196,249,No,Buffet,13,3.14,0,93.0
Wednesday,Sunny,138,193,No,Buffet,10,3.85,0,35.1
Saturday,Cloudy,253,328,No,Buffet,15,4.49,1,99.8
Wednesday,Sunny,583,806,No,Buffet,34,3.45,1,316.8
Friday,Sunny,435,578,No,Buffet,22,4.34,1,162.3
Friday,Rainy,649,774,No,Regular,33,3.89,1,203.3
Saturday,Sunny,313,357,No,Regular,15,3.85,0,33.5
Monday,Cloudy,629,780,No,Buffet,32,4.37,0,172.8
Tuesday,Stormy,580,684,Diwali,Regular,29,4.78,0,279.1
Friday,Cloudy,371,487,No,Buffet,24,4.09,1,121.5
Thursday,Sunny,370,439,No,Regular,19,4.7,0,53.7
Thursday,Cloudy,377,466,No,Regular,21,4.26,0,80.5
Monday,Rainy,689,841,No,Buffet,34,3.64,0,256.3
Wednesday,Sunny,283,341,No,Regular,18,4.58,1,44.4
Sunday,Sunny,493,619,No,Banquet,27,4.67,0,146.5
Monday,Cloudy,722,896,No,Banquet,34,4.29,1,257.9
Wednesday,Stormy,591,723,Diwali,Regular,32,3.58,1,364.8
Sunday,Sunny,100,130,No,Regular,11,3.5,0,22.8
Monday,Sunny,107,128,No,Regular,6,4.32,0,15.7
Saturday,Stormy,661,776,No,Corporate,31,4.32,0,252.4
Tuesday,Sunny,324,365,No,Regular,15,4.42,0,30.4
Sunday,Sunny,662,853,No,Banquet,35,3.2,0,175.9
Saturday,Cloudy,950,1266,Eid,Banquet,47,3.76,0,440.3
Sunday,Sunny,359,435,No,Regular,18,3.88,0,51.3
Tuesday,Sunny,392,475,No,Buffet,19,4.57,0,97.3
Thursday,Cloudy,668,814,No,Buffet,31,4.13,0,176.4
